id,p_a,p_b,p_c,p_d,answer
test_0001.jpg,0.00029580752,0.00048770418,1.7764623e-05,0.99919873,d
test_0002.jpg,0.5219541,0.4606229,0.0016612657,0.01576165,a
test_0003.jpg,2.5612462e-06,2.5612462e-06,0.99998343,1.147871e-05,c
test_0004.jpg,0.9995171,0.00033530063,0.00012335021,2.4289095e-05,a
test_0005.jpg,0.001323314,0.99738735,0.0008026305,0.00048682006,b
test_0006.jpg,0.00030318965,0.9037956,0.09525935,0.0006418525,b
test_0007.jpg,0.99997425,8.939546e-06,7.889122e-06,8.939546e-06,a
test_0008.jpg,1.8737654e-06,0.99993944,3.1200998e-05,2.7534783e-05,b
test_0009.jpg,0.0021226036,0.020138701,0.4583547,0.51938397,d
test_0010.jpg,1.0129276e-05,0.9999194,1.8923982e-05,5.144072e-05,b
test_0011.jpg,0.005214755,0.00090618856,0.00012263928,0.9937564,d
test_0012.jpg,1.0571641e-07,0.9999943,2.2603165e-06,3.288741e-06,b
test_0013.jpg,0.9996364,7.4824624e-05,5.827347e-05,0.00023047604,a
test_0014.jpg,0.005701218,0.95879745,0.032808244,0.002693065,b
test_0015.jpg,0.006853926,0.0019636827,0.37421167,0.6169707,d
test_0016.jpg,3.533942e-05,0.0003799346,9.6062504e-05,0.9994886,d
test_0017.jpg,0.9994265,5.826123e-05,0.00043049548,8.4769585e-05,a
test_0018.jpg,0.00020136654,0.98967,0.00042629297,0.009702384,b
test_0019.jpg,0.0001391312,0.9949197,0.004607393,0.0003337584,b
test_0020.jpg,1.4593426e-06,0.99997544,1.3006978e-05,1.0129844e-05,b
test_0021.jpg,2.1024223e-07,0.9999945,1.9947229e-06,3.288742e-06,b
test_0022.jpg,0.00013957877,0.00070883945,0.99812025,0.0010313554,c
test_0023.jpg,4.1811552e-07,0.9999919,4.785079e-06,2.9022972e-06,b
test_0024.jpg,0.99453753,0.00042838964,0.004605623,0.00042838964,a
test_0025.jpg,0.0029332489,0.18147369,0.0022844167,0.8133086,d
test_0026.jpg,6.962148e-06,1.0129865e-05,5.422126e-06,0.99997747,d
test_0027.jpg,5.4221223e-06,4.7850062e-06,1.3006996e-05,0.99997675,d
test_0028.jpg,0.70253164,0.29285875,0.0032533673,0.0013562052,a
test_0029.jpg,1.0676669e-06,6.1439987e-06,0.9999652,2.7535492e-05,c
test_0030.jpg,3.058982e-07,0.9999865,6.962211e-06,6.1441297e-06,b
test_0031.jpg,0.9981219,0.0003348326,4.2569187e-05,0.0015006156,a
test_0032.jpg,4.539305e-05,0.9998485,6.60465e-05,4.0059225e-05,b
test_0033.jpg,0.004235128,0.712239,0.2620181,0.021507755,b
test_0034.jpg,8.478714e-05,0.00015840323,0.00012336456,0.99963343,d
test_0035.jpg,8.939026e-06,8.939026e-06,6.605096e-05,0.9999161,d
test_0036.jpg,2.2602378e-06,2.902203e-06,0.99995947,3.5356068e-05,c
test_0037.jpg,0.0017202426,0.23983839,0.019687135,0.7387543,d
test_0038.jpg,0.99868876,0.00091068627,0.00026091596,0.00013965827,a
test_0039.jpg,1.7429643e-07,0.99999166,1.9947172e-06,6.144161e-06,b
test_0040.jpg,0.99988365,7.484313e-05,3.5353387e-05,6.1434976e-06,a
test_0041.jpg,0.99989295,7.4843825e-05,7.8884805e-06,2.429823e-05,a
test_0042.jpg,0.9961559,0.0031705461,0.00029490673,0.00037866773,a
test_0043.jpg,1.47369165e-05,1.6699114e-05,0.99984515,0.0001233907,c
test_0044.jpg,0.9999404,1.3006523e-05,4.0062907e-05,6.54009e-06,a
test_0045.jpg,0.9968003,0.0011671331,0.00033438925,0.0016981689,a
test_0046.jpg,0.9994702,9.606073e-05,0.0002304377,0.00020336057,a
test_0047.jpg,2.9023e-06,2.9023e-06,0.99999285,1.3709493e-06,c
test_0048.jpg,1.3709274e-06,0.9999769,6.9621437e-06,1.4738857e-05,b
test_0049.jpg,0.000101801925,0.0008007342,0.004066464,0.9950309,d
test_0050.jpg,0.7943727,0.0032464196,0.094874285,0.10750665,a
test_0051.jpg,6.893492e-07,1.4738935e-05,2.406065e-06,0.9999821,d
test_0052.jpg,2.561264e-06,2.2603076e-06,4.7850713e-06,0.99999034,d
test_0053.jpg,0.6149901,0.008772363,0.003227172,0.37301037,a
test_0054.jpg,0.43492988,0.558461,0.0048316345,0.0017774592,b
test_0055.jpg,1.8553852e-07,0.99999666,1.553495e-06,1.553495e-06,b
test_0056.jpg,0.0007776698,0.8528184,0.015619915,0.13078395,b
test_0057.jpg,0.00063387275,0.08302095,0.8925593,0.0237859,c
test_0058.jpg,0.038220067,0.0019028651,0.67746687,0.2824102,c
test_0059.jpg,1.8553884e-07,5.043468e-07,0.99999833,9.422439e-07,c
test_0060.jpg,0.9999862,4.222793e-06,5.422173e-06,4.222793e-06,a
test_0061.jpg,0.9999862,1.6536695e-06,1.0129953e-05,1.9947063e-06,a
test_0062.jpg,0.0001397253,0.0006262053,6.600156e-05,0.99916816,d
test_0063.jpg,4.737897e-07,1.2098644e-06,6.4759377e-07,0.99999774,d
test_0064.jpg,0.9999958,1.6536854e-06,1.1365603e-06,1.2878916e-06,a
test_0065.jpg,0.894445,0.094273806,0.0013447437,0.009936388,a
test_0066.jpg,9.42232e-07,0.9999857,1.873852e-06,1.1478735e-05,b
test_0067.jpg,1.5381616e-07,0.99999225,1.3709486e-06,6.1441647e-06,b
test_0068.jpg,8.93732e-06,3.5347784e-05,0.99972516,0.0002304965,c
test_0069.jpg,2.9022835e-06,9.422335e-07,0.99998724,8.939663e-06,c
test_0070.jpg,1.370848e-06,0.99991894,2.144367e-05,5.8289937e-05,b
test_0071.jpg,2.9022797e-06,8.939651e-06,2.2602976e-06,0.99998593,d
test_0072.jpg,0.9878078,0.0014851089,0.008546212,0.0021608209,a
test_0073.jpg,5.4221105e-06,6.962128e-06,0.9999746,1.30069675e-05,c
test_0074.jpg,5.7149083e-07,0.9999826,7.889187e-06,8.939621e-06,b
test_0075.jpg,0.9999324,2.1443959e-05,3.535511e-05,1.07827e-05,a
test_0076.jpg,0.991823,0.004593052,0.00042722037,0.0031567554,a
test_0077.jpg,0.0011688224,0.9982431,0.00042998575,0.00015818291,b
test_0078.jpg,3.7265786e-06,1.30070375e-05,0.99998,3.288694e-06,c
test_0079.jpg,0.0009098878,0.001168319,0.0001086706,0.9978131,d
test_0080.jpg,2.3823532e-07,0.9999931,3.2887372e-06,3.2887372e-06,b
test_0081.jpg,0.014015066,0.0021492802,0.0013036042,0.982532,d
test_0082.jpg,9.608241e-05,0.9996958,0.00012337226,8.4792424e-05,b
test_0083.jpg,0.99992955,2.1443897e-05,4.006247e-05,8.939147e-06,a
test_0084.jpg,1.0676904e-06,1.5534805e-06,0.99998724,1.0129964e-05,c
test_0085.jpg,0.00090873,0.87944657,0.0006245604,0.11902015,b
test_0086.jpg,2.5612237e-06,6.1440564e-06,0.9999746,1.6701277e-05,c
test_0087.jpg,3.6898467e-07,0.9999893,6.1441465e-06,4.2228057e-06,b
test_0088.jpg,0.022825314,0.0021230849,0.97055703,0.004494571,c
test_0089.jpg,3.2562932e-07,0.9999938,2.5612728e-06,3.2887394e-06,b
test_0090.jpg,2.536016e-07,2.536016e-07,0.9999987,8.3152764e-07,c
test_0091.jpg,0.00015815163,0.0017002904,9.592381e-05,0.99804556,d
test_0092.jpg,6.89356e-07,0.999992,4.7850795e-06,2.5612683e-06,b
test_0093.jpg,0.00055260444,0.0002303598,8.4744635e-05,0.99913234,d
test_0094.jpg,7.73441e-08,0.99999845,9.42244e-07,5.043469e-07,b
test_0095.jpg,0.0202875,0.9775065,0.0016652996,0.0005406436,b
test_0096.jpg,0.00033519787,0.9992107,0.0002958111,0.00015833625,b
test_0097.jpg,2.5612674e-06,1.6536786e-06,0.99999166,4.222816e-06,c
test_0098.jpg,0.99975175,0.00012337917,4.0055347e-05,8.4797175e-05,a
test_0099.jpg,2.5612726e-06,2.5612726e-06,0.9999937,1.2098595e-06,c
test_0100.jpg,0.99898905,0.00033512348,0.0005525252,0.00012328505,a
test_0101.jpg,4.1811356e-07,0.99998724,5.422179e-06,6.962216e-06,b
test_0102.jpg,1.6536513e-06,0.9999752,1.3006975e-05,1.0129842e-05,b
test_0103.jpg,0.8349843,0.032375854,0.11300284,0.01963695,a
