id,p_a,p_b,p_c,p_d,answer
test_0001.jpg,0.0004304487,0.00020332958,4.829501e-05,0.9993179,d
test_0002.jpg,0.24073482,0.74151546,0.0023600813,0.015389662,b
test_0003.jpg,3.5354387e-05,2.1443519e-05,0.9999119,3.1200136e-05,c
test_0004.jpg,0.99979466,0.00013981292,4.5390607e-05,2.014196e-05,a
test_0005.jpg,0.02017961,0.97230816,0.005102205,0.002410111,b
test_0006.jpg,0.0020188626,0.81446725,0.18173222,0.00178164,b
test_0007.jpg,0.99999154,2.7264548e-06,2.5612671e-06,3.2887322e-06,a
test_0008.jpg,6.202231e-05,0.9994837,0.00029589192,0.00015837951,b
test_0009.jpg,0.0013007568,0.0066057886,0.67380875,0.31828472,c
test_0010.jpg,8.4805375e-05,0.99984837,2.1442158e-05,4.5393048e-05,b
test_0011.jpg,0.0024715592,0.00033448913,9.5832744e-05,0.9970981,d
test_0012.jpg,1.8738139e-06,0.9999653,1.3845716e-05,1.892485e-05,b
test_0013.jpg,0.99992144,1.3006276e-05,2.0144515e-05,4.5396366e-05,a
test_0014.jpg,0.051800113,0.6310546,0.2980891,0.019056197,b
test_0015.jpg,0.0036762338,0.001967746,0.09481131,0.8995447,d
test_0016.jpg,0.0019204413,0.0024658954,0.000800559,0.9948132,d
test_0017.jpg,0.9999553,1.2218678e-05,1.5689095e-05,1.6700955e-05,a
test_0018.jpg,0.052980546,0.9391026,0.0029889578,0.004927958,b
test_0019.jpg,0.0018580762,0.8494097,0.14760526,0.0011269802,b
test_0020.jpg,8.3977675e-06,0.9999554,1.4738542e-05,2.1444452e-05,b
test_0021.jpg,3.96687e-06,0.99996674,7.8890625e-06,2.1444695e-05,b
test_0022.jpg,0.002296099,0.06710184,0.9263124,0.004289678,c
test_0023.jpg,4.7849667e-06,0.9999684,1.0129773e-05,1.6701173e-05,b
test_0024.jpg,0.9997757,5.828159e-05,0.00012338212,4.2639716e-05,a
test_0025.jpg,0.0021062063,0.03294661,0.0021062063,0.96284103,d
test_0026.jpg,4.5396187e-05,2.144364e-05,1.5688503e-05,0.9999175,d
test_0027.jpg,3.5355846e-05,5.7716825e-06,5.7716825e-06,0.99995315,d
test_0028.jpg,0.067194715,0.92759436,0.002605422,0.002605422,b
