id,p_a,p_b,p_c,p_d,answer
test_0001.jpg,0.00017950968,9.608461e-05,5.770329e-06,0.9997186,d
test_0002.jpg,0.43268505,0.5555786,0.0015605061,0.010175778,b
test_0003.jpg,7.888884e-06,2.561146e-06,0.9999442,4.53974e-05,c
test_0004.jpg,0.9998369,0.00012338968,3.11978e-05,8.3967725e-06,a
test_0005.jpg,0.000910279,0.99824214,0.0005521121,0.00029552434,b
test_0006.jpg,0.00017421323,0.9702219,0.029298162,0.00030575375,b
test_0007.jpg,0.99998856,2.9022874e-06,4.785063e-06,3.7266104e-06,a
test_0008.jpg,1.4593219e-06,0.99996126,2.4299889e-05,1.3006794e-05,b
test_0009.jpg,0.0012481584,0.0049365624,0.05307305,0.94074225,d
test_0010.jpg,1.0129415e-05,0.9999331,1.6700584e-05,4.0062616e-05,b
test_0011.jpg,0.002181967,0.00029529713,4.820593e-05,0.9974746,d
test_0012.jpg,8.233218e-08,0.9999962,1.7603396e-06,1.9947263e-06,b
test_0013.jpg,0.99976546,2.7529992e-05,2.7529992e-05,0.00017951809,a
test_0014.jpg,0.01092711,0.8680479,0.1174775,0.0035475134,b
test_0015.jpg,0.0031328767,0.00079211517,0.31956208,0.6765129,d
test_0016.jpg,3.534983e-05,0.00012338301,5.828201e-05,0.999783,d
test_0017.jpg,0.99984205,2.1442022e-05,0.000108891574,2.7532102e-05,a
test_0018.jpg,5.7884135e-05,0.9929577,0.00029395992,0.0066904966,b
test_0019.jpg,0.00012302403,0.9968741,0.0028000143,0.00020283235,b
test_0020.jpg,2.5612133e-06,0.99997056,1.670121e-05,1.0129795e-05,b
test_0021.jpg,1.6373708e-07,0.9999962,1.3709539e-06,2.2603208e-06,b
test_0022.jpg,7.481728e-05,5.1421113e-05,0.9995384,0.00033530776,c
test_0023.jpg,3.4663103e-07,0.999995,2.902306e-06,1.7603375e-06,b
test_0024.jpg,0.999042,0.00010880444,0.00070949405,0.00013970767,a
test_0025.jpg,0.0034994592,0.58851856,0.0034994592,0.4044825,b
test_0026.jpg,1.892455e-05,2.1444324e-05,1.0129581e-05,0.99994946,d
test_0027.jpg,4.222784e-06,2.9022742e-06,8.9396335e-06,0.999984,d
test_0028.jpg,0.49793988,0.49793988,0.0029608586,0.0011594889,a
