id,p_a,p_b,p_c,p_d,answer
test_0001.jpg,0.00048770878,0.0002958103,8.391492e-06,0.99920815,d
test_0002.jpg,0.64401793,0.34471798,0.0008544704,0.010409581,a
test_0003.jpg,7.889068e-06,3.2886528e-06,0.99996746,2.144471e-05,c
test_0004.jpg,0.9995977,0.00026115344,0.00012336015,1.7771717e-05,a
test_0005.jpg,0.0046028607,0.99394107,0.0009063569,0.00054973323,b
test_0006.jpg,0.000539857,0.9760844,0.022955306,0.00042044107,b
test_0007.jpg,0.9999778,8.939578e-06,5.422128e-06,7.88915e-06,a
test_0008.jpg,3.0893696e-06,0.9999565,2.1444475e-05,1.8924682e-05,b
test_0009.jpg,0.0025896416,0.024569834,0.33917612,0.63366437,d
test_0010.jpg,1.147833e-05,0.9999503,6.9619587e-06,3.1201336e-05,b
test_0011.jpg,0.007572093,0.00062155526,5.781365e-05,0.9917486,d
test_0012.jpg,2.102425e-07,0.9999958,1.4593722e-06,2.561278e-06,b
test_0013.jpg,0.9997019,4.0053354e-05,2.7528244e-05,0.00023049115,a
test_0014.jpg,0.0058051674,0.97627914,0.015780082,0.0021356018,b
test_0015.jpg,0.023493227,0.001811603,0.7779888,0.19670637,c
test_0016.jpg,0.00010878727,0.0009108647,9.600443e-05,0.9988844,d
test_0017.jpg,0.999199,6.6003595e-05,0.0006262246,0.000108821536,a
test_0018.jpg,0.00077708747,0.96564627,0.00053408387,0.0330426,b
test_0019.jpg,0.0003323494,0.99071956,0.008571404,0.0003766012,b
test_0020.jpg,2.5612524e-06,0.9999858,5.4221714e-06,6.144125e-06,b
test_0021.jpg,5.3687296e-07,0.9999957,1.2098619e-06,2.5612778e-06,b
test_0022.jpg,0.00055118237,0.00070773216,0.9965611,0.0021799686,c
test_0023.jpg,7.8114385e-07,0.99999344,3.2887383e-06,2.561272e-06,b
test_0024.jpg,0.9946319,0.00033366182,0.0046060598,0.00042843027,a
test_0025.jpg,0.0026483492,0.16384754,0.0014175592,0.83208656,d
test_0026.jpg,2.7535101e-05,1.6700882e-05,4.784883e-06,0.999951,d
test_0027.jpg,1.0129857e-05,4.222753e-06,8.939569e-06,0.99997675,d
test_0028.jpg,0.6494472,0.34762403,0.002067048,0.0008616738,a
test_0029.jpg,1.9946592e-06,7.889029e-06,0.99996257,2.753542e-05,c
test_0030.jpg,3.466305e-07,0.99999344,2.561272e-06,3.7266288e-06,b
