id,p_a,p_b,p_c,p_d,answer
test_0001.jpg,2.2827087e-05,3.7635502e-05,2.2601878e-06,0.9999373,d
test_0002.jpg,0.00055150484,0.99714416,0.00012305737,0.002181244,b
test_0003.jpg,1.2217993e-05,3.7262773e-06,0.99989915,8.4809675e-05,c
test_0004.jpg,0.9999101,3.763448e-05,4.0061692e-05,1.2218127e-05,a
test_0005.jpg,0.00033516515,0.99911326,0.00021639888,0.00033516515,b
test_0006.jpg,0.00010872164,0.9982817,0.0015008558,0.00010872164,b
test_0007.jpg,0.9999844,4.4951316e-06,4.4951316e-06,6.5403774e-06,a
test_0008.jpg,8.397602e-06,0.9999356,3.3213157e-05,2.282705e-05,b
test_0009.jpg,0.0012795031,0.02130564,0.54947966,0.4279352,c
test_0010.jpg,1.7777222e-05,0.99990726,1.6700153e-05,5.8289257e-05,b
test_0011.jpg,0.0024721168,0.00017907954,2.5798854e-05,0.9973231,d
test_0012.jpg,5.714859e-07,0.9999739,6.540309e-06,1.8925011e-05,b
test_0013.jpg,0.99993,1.01293845e-05,8.397555e-06,5.1441264e-05,a
test_0014.jpg,0.0016899175,0.005898391,0.99195683,0.00045483507,c
test_0015.jpg,0.00034965362,0.00017581688,0.97915286,0.020321669,c
test_0016.jpg,0.00013123099,0.0008038872,0.00011581094,0.998949,d
test_0017.jpg,0.99977654,4.8317175e-05,0.00013981039,3.53496e-05,a
test_0018.jpg,7.481704e-05,0.9995352,5.4737313e-05,0.0003353067,b
test_0019.jpg,0.00019867992,0.9764658,0.022964276,0.00037118295,b
test_0020.jpg,2.406026e-06,0.9999659,7.411082e-06,2.4300003e-05,b
test_0021.jpg,1.2098093e-06,0.9999522,6.540167e-06,4.006338e-05,b
test_0022.jpg,5.4731256e-05,9.023659e-05,0.9994246,0.00043049466,c
test_0023.jpg,1.5534806e-06,0.99998736,4.222798e-06,6.962217e-06,b
test_0024.jpg,0.9996414,5.474313e-05,0.00026116485,4.263399e-05,a
test_0025.jpg,0.00035561156,0.0035915498,0.00021568932,0.9958372,d
test_0026.jpg,2.5866504e-05,2.753475e-05,8.397624e-06,0.99993825,d
test_0027.jpg,5.771823e-06,3.7265693e-06,1.3007005e-05,0.99997747,d
test_0028.jpg,0.11912666,0.88023365,0.00037915408,0.00026058854,b
