id,p_a,p_b,p_c,p_d,answer
test_0001.jpg,7.96667e-05,7.4839954e-05,4.222181e-06,0.9998412,d
test_0002.jpg,0.0008016921,0.9962212,0.00017888167,0.0027981806,b
test_0003.jpg,1.6699523e-05,4.7844937e-06,0.9998696,0.00010889457,c
test_0004.jpg,0.9998301,6.6045286e-05,8.4803825e-05,1.8922292e-05,a
test_0005.jpg,0.00043020298,0.99874735,0.00033504242,0.00048748386,b
test_0006.jpg,0.000260646,0.9976554,0.001925928,0.0001580898,b
test_0007.jpg,0.9999778,6.144076e-06,6.5403347e-06,9.516131e-06,a
test_0008.jpg,1.3006066e-05,0.99990535,4.8323403e-05,3.3212153e-05,b
test_0009.jpg,0.0031640013,0.08686346,0.34355164,0.56642085,d
test_0010.jpg,2.4297624e-05,0.99986804,2.2825507e-05,8.480704e-05,b
test_0011.jpg,0.004069092,0.00022956246,2.7417327e-05,0.99567395,d
test_0012.jpg,6.893381e-07,0.999966,8.9394725e-06,2.4300005e-05,b
test_0013.jpg,0.9998908,1.5688083e-05,1.3844685e-05,7.967065e-05,a
test_0014.jpg,0.005406278,0.08456842,0.9091962,0.00082907965,c
test_0015.jpg,0.0011500024,0.00045034738,0.92266285,0.075736776,c
test_0016.jpg,0.00021621841,0.0013244984,0.00017925136,0.99828005,d
test_0017.jpg,0.9996748,6.603502e-05,0.0002165205,4.2635413e-05,a
test_0018.jpg,0.00015827468,0.99882215,0.0001087805,0.0009108079,b
test_0019.jpg,0.00026870775,0.9661983,0.033061486,0.0004715968,b
test_0020.jpg,3.5007004e-06,0.99995244,1.07829155e-05,3.3213717e-05,b
test_0021.jpg,1.7602101e-06,0.99992263,9.5156065e-06,6.60514e-05,b
test_0022.jpg,0.0001792651,0.00013961182,0.9983565,0.0013246,c
test_0023.jpg,2.406061e-06,0.99998045,6.9621688e-06,1.0129895e-05,b
test_0024.jpg,0.9995784,5.827009e-05,0.00031500513,4.8307604e-05,a
test_0025.jpg,0.000747813,0.009697787,0.00035324186,0.9892012,d
test_0026.jpg,3.5354406e-05,4.0061783e-05,1.2218155e-05,0.9999124,d
test_0027.jpg,1.0129681e-05,6.1439628e-06,2.4299843e-05,0.99995935,d
test_0028.jpg,0.49970347,0.49970347,0.00037776417,0.00021524353,a
test_0029.jpg,6.5402724e-06,8.397876e-06,0.9999683,1.6701171e-05,c
test_0030.jpg,1.873828e-06,0.9999728,9.516084e-06,1.5689371e-05,b
test_0031.jpg,0.9991412,0.00020329365,2.9287225e-05,0.00062618847,a
test_0032.jpg,2.9308543e-05,0.9998685,4.0060026e-05,6.204619e-05,b
test_0033.jpg,0.014364255,0.5390147,0.41978505,0.026835961,b
test_0034.jpg,5.8279245e-05,9.0264664e-05,0.00011590213,0.99973553,d
test_0035.jpg,1.4738485e-05,2.5611648e-06,3.1201376e-05,0.9999516,d
test_0036.jpg,7.889127e-06,3.2886776e-06,0.99997497,1.384585e-05,c
test_0037.jpg,0.0018750168,0.009522121,0.13144884,0.857154,d
test_0038.jpg,0.9997701,0.00013133886,7.966103e-05,1.8921155e-05,a
test_0039.jpg,2.1232931e-06,0.9999577,6.96201e-06,3.321389e-05,b
test_0040.jpg,0.9999665,1.8924871e-05,9.516024e-06,5.0935605e-06,a
test_0041.jpg,0.9998838,6.604883e-05,1.4737486e-05,3.5353394e-05,a
test_0042.jpg,0.9994635,0.00043051146,6.6021064e-05,4.0043797e-05,a
test_0043.jpg,1.1476667e-05,3.5001858e-06,0.9998055,0.00017952528,c
test_0044.jpg,0.9999387,2.282712e-05,2.282712e-05,1.5688836e-05,a
test_0045.jpg,0.99908173,0.0005882146,8.474035e-05,0.00024520434,a
test_0046.jpg,0.9998909,3.3211672e-05,3.3211672e-05,4.264463e-05,a
