id,p_a,p_b,p_c,p_d,answer
test_0001.jpg,0.001168503,0.00080309954,5.8176334e-05,0.99797016,d
test_0002.jpg,0.058174312,0.9099994,0.0006879383,0.031138465,b
test_0003.jpg,0.00023019215,4.0001396e-05,0.99840516,0.0013246643,c
test_0004.jpg,0.9986172,0.00062586,0.00062586,0.0001311874,a
test_0005.jpg,0.0035734444,0.99081707,0.0031535537,0.00245599,b
test_0006.jpg,0.00450966,0.9738153,0.020210892,0.0014640721,b
test_0007.jpg,0.99983406,4.831996e-05,5.1436327e-05,6.604555e-05,a
test_0008.jpg,0.00023025206,0.998665,0.000552346,0.000552346,b
test_0009.jpg,0.00689872,0.039699387,0.33239892,0.6210029,d
test_0010.jpg,0.00037956686,0.99852127,0.00029560697,0.000803543,b
test_0011.jpg,0.06739721,0.0020352195,0.00017783548,0.93038976,d
test_0012.jpg,8.936533e-06,0.99963725,0.00012336504,0.00023047623,b
test_0013.jpg,0.99933136,9.6047384e-05,8.4761516e-05,0.0004877689,a
test_0014.jpg,0.02231765,0.02528921,0.9489706,0.0034225225,c
test_0015.jpg,0.0063320096,0.0010336722,0.82932967,0.16330469,c
test_0016.jpg,0.002723913,0.025843766,0.0016521368,0.96978015,d
test_0017.jpg,0.99687564,0.0004865703,0.0021806567,0.00045709047,a
test_0018.jpg,0.0014954937,0.99471515,0.0006234145,0.0031659605,b
test_0019.jpg,0.0009913512,0.7953749,0.20110226,0.002531504,b
test_0020.jpg,4.828556e-05,0.9991223,0.00020328979,0.0006261766,b
test_0021.jpg,1.0777497e-05,0.9994499,0.000108848864,0.0004305056,b
test_0022.jpg,0.0014864575,0.003146831,0.98870486,0.0066618407,c
test_0023.jpg,7.96425e-05,0.99953747,0.00017947714,0.00020337425,b
test_0024.jpg,0.9952296,0.00066396454,0.0035893584,0.0005170961,a
test_0025.jpg,0.003532048,0.01582954,0.0012993679,0.97933906,d
test_0026.jpg,0.0005525122,0.00037973572,0.000102204474,0.9989655,d
test_0027.jpg,9.608698e-05,2.9304872e-05,0.00013133534,0.9997433,d
test_0028.jpg,0.49834716,0.49834716,0.0024566457,0.0008489942,a
test_0029.jpg,0.00012335894,5.827064e-05,0.99958795,0.00023046485,c
test_0030.jpg,4.004835e-05,0.9995771,0.00017948427,0.00020338233,b
test_0031.jpg,0.99468464,0.0019201931,0.00022933434,0.0031658632,a
test_0032.jpg,0.00062571885,0.9983919,0.0004300499,0.00055219495,b
test_0033.jpg,0.051728282,0.3822232,0.49078432,0.075264215,c
test_0034.jpg,0.000625585,0.0007088807,0.00048720613,0.99817836,d
test_0035.jpg,0.00029544136,4.256236e-05,0.0017001478,0.9979619,d
test_0036.jpg,0.00013977606,3.319972e-05,0.99953115,0.00029590595,c
test_0037.jpg,0.00471445,0.03708202,0.11422066,0.8439829,d
test_0038.jpg,0.9973013,0.0019252443,0.00062503526,0.0001484589,a
test_0039.jpg,2.7524127e-05,0.9995524,8.478027e-05,0.00033531248,b
test_0040.jpg,0.99960274,0.00029592714,6.603026e-05,3.5343455e-05,a
test_0041.jpg,0.9996582,0.00014880976,2.4292525e-05,0.00016862355,a
test_0042.jpg,0.99713194,0.0019249176,0.0005870667,0.00035607393,a
test_0043.jpg,7.957813e-05,2.1418165e-05,0.99872965,0.0011693921,c
test_0044.jpg,0.9997079,9.026217e-05,0.00013980079,6.203622e-05,a
test_0045.jpg,0.9903432,0.0045861993,0.0010233193,0.0040473063,a
test_0046.jpg,0.998733,0.00037964733,0.0003350376,0.0005523836,a
test_0047.jpg,8.480499e-05,2.5864063e-05,0.99984384,4.539284e-05,c
test_0048.jpg,8.469235e-05,0.9985159,0.00023021769,0.0011691418,b
test_0049.jpg,0.0010885163,0.0019104057,0.06734413,0.929657,d
test_0050.jpg,0.38180783,0.0048062513,0.23157816,0.38180783,a
test_0051.jpg,4.5394703e-05,4.5394703e-05,2.4298033e-05,0.99988484,d
test_0052.jpg,7.966942e-05,1.5687841e-05,2.9308743e-05,0.9998753,d
test_0053.jpg,0.97099644,0.002124046,0.0010033282,0.025876177,a
test_0054.jpg,0.08403048,0.9034128,0.007816052,0.0047406754,b
test_0055.jpg,3.53503e-05,0.99979633,6.604305e-05,0.00010228948,b
test_0056.jpg,0.0020892706,0.544199,0.22685589,0.22685589,b
test_0057.jpg,0.004297551,0.7227369,0.26588008,0.007085464,b
test_0058.jpg,0.009495172,0.0018697102,0.020101277,0.9685338,d
test_0059.jpg,1.0782648e-05,1.012936e-05,0.99992764,5.144114e-05,c
test_0060.jpg,0.99985385,3.3210443e-05,4.2643052e-05,7.0306516e-05,a
test_0061.jpg,0.99986255,1.6699405e-05,6.6047425e-05,5.475524e-05,a
test_0062.jpg,0.0002303373,0.0006261217,0.00010880365,0.99903476,d
test_0063.jpg,4.5396693e-05,1.5688678e-05,1.0129371e-05,0.9999287,d
test_0064.jpg,0.9999577,1.22187075e-05,1.22187075e-05,1.7778117e-05,a
test_0065.jpg,0.7735537,0.0719517,0.0021727534,0.15232176,a
test_0066.jpg,0.00048741203,0.9986002,0.00010875632,0.0008036065,b
test_0067.jpg,3.5337634e-05,0.9994381,9.605765e-05,0.0004305005,b
test_0068.jpg,0.00015767953,0.00016784901,0.9950664,0.004608072,c
test_0069.jpg,8.479358e-05,1.4734914e-05,0.9997093,0.00019108527,c
test_0070.jpg,0.00023012437,0.9981111,0.000158162,0.0015005993,b
test_0071.jpg,0.0001398132,3.763021e-05,2.586284e-05,0.9997967,d
test_0072.jpg,0.99113715,0.0011605022,0.006678229,0.0010241396,a
test_0073.jpg,0.00015837522,0.00013976565,0.9994566,0.00024529634,c
test_0074.jpg,4.8279187e-05,0.9989905,0.00062609394,0.00033512397,b
test_0075.jpg,0.99960405,9.025279e-05,0.0002033878,0.000102269805,a
test_0076.jpg,0.9745651,0.013901424,0.003101827,0.00843164,a
test_0077.jpg,0.032978773,0.9637811,0.002707063,0.00053305225,b
test_0078.jpg,0.00011588984,9.6076044e-05,0.9996295,0.00015840262,c
test_0079.jpg,0.029207263,0.003078423,0.00050253875,0.9672117,d
test_0080.jpg,3.1193576e-05,0.99970156,0.00010887627,0.00015841403,b
test_0081.jpg,0.004606413,0.00022933978,0.00045609663,0.9947082,d
test_0082.jpg,0.0046002883,0.9933856,0.0011631349,0.0008509677,b
test_0083.jpg,0.99945015,9.02389e-05,0.00037991995,7.9635545e-05,a
test_0084.jpg,4.0052764e-05,1.147531e-05,0.9996873,0.00026117684,c
test_0085.jpg,0.0008490372,0.93108237,0.00062116893,0.06744739,b
test_0086.jpg,7.964423e-05,2.58567e-05,0.9995592,0.00033531478,c
test_0087.jpg,5.4732853e-05,0.9994537,0.0002611158,0.00023043391,b
test_0088.jpg,0.01574593,0.001659609,0.9741663,0.00842819,c
test_0089.jpg,3.3204436e-05,0.9996731,9.025903e-05,0.00020340185,b
test_0090.jpg,1.4738439e-05,3.5006865e-06,0.9999485,3.3213586e-05,c
test_0091.jpg,0.0016900875,0.005898984,0.00035426154,0.99205667,d
test_0092.jpg,3.5345107e-05,0.9996494,8.4788495e-05,0.00023047903,b
test_0093.jpg,0.0013247866,0.00014863693,2.9268349e-05,0.99849725,d
test_0094.jpg,8.939059e-06,0.9999198,4.006208e-05,3.1200383e-05,b
test_0095.jpg,0.22000319,0.7678866,0.009666266,0.0024440147,b
test_0096.jpg,0.0031659605,0.99471515,0.0014954937,0.0006234145,b
test_0097.jpg,0.0001158879,5.4741566e-05,0.99961287,0.00021650708,c
test_0098.jpg,0.99859303,0.0002956282,7.9567246e-05,0.0010318438,a
test_0099.jpg,6.6045955e-05,4.539268e-05,0.99984026,4.8320257e-05,c
test_0100.jpg,0.99857175,0.00080358365,0.00037958607,0.0002450792,a
test_0101.jpg,3.1187603e-05,0.99951017,0.00012334935,0.0003352983,b
test_0102.jpg,2.5855363e-05,0.99950755,0.00013130436,0.00033529743,b
test_0103.jpg,0.5720312,0.015244114,0.39315093,0.01957383,a
test_0104.jpg,0.00055248785,0.9989215,0.00019093469,0.00033510083,b
test_0105.jpg,0.0024647827,0.000706172,0.0024647827,0.99436426,d
test_0106.jpg,0.5542349,0.003975254,0.010151167,0.4316386,a
test_0107.jpg,0.0002945691,0.0040664007,0.99501544,0.0006236027,c
test_0108.jpg,0.00016852874,0.00070953247,2.584472e-05,0.99909616,d
test_0109.jpg,0.99979824,6.6043176e-05,4.539077e-05,9.0270325e-05,a
test_0110.jpg,0.0007089887,0.00033490255,0.00062568026,0.9983304,d
test_0111.jpg,0.0002033337,0.00012332812,0.9993381,0.0003352406,c
test_0112.jpg,2.9303452e-05,0.9996948,4.5386074e-05,0.00023048949,b
test_0113.jpg,0.007750759,0.09442357,0.0019596987,0.8958659,d
test_0114.jpg,0.0051049287,0.020190386,0.85851705,0.11618765,c
test_0115.jpg,0.00037996416,2.9299687e-05,2.4290293e-05,0.9995664,d
test_0116.jpg,0.010903143,0.98146963,0.00661309,0.0010141502,b
test_0117.jpg,0.9150308,0.008970647,0.0751103,0.0008882142,a
test_0118.jpg,2.5864123e-05,0.9998462,3.7632075e-05,9.027466e-05,b
test_0119.jpg,0.02294453,0.00088965596,0.0005396036,0.97562623,d
test_0120.jpg,9.025029e-05,3.7621914e-05,0.9995763,0.0002959193,c
test_0121.jpg,0.013654522,0.0001829707,0.028906625,0.95725596,d
test_0122.jpg,0.9934056,0.00042790206,0.0059070056,0.0002595357,a
