id,p_a,p_b,p_c,p_d,answer
test_0001.jpg,0.00055245607,0.00048754082,9.600247e-05,0.99886405,d
test_0002.jpg,0.37668493,0.62104845,0.000727173,0.0015394253,b
test_0003.jpg,0.00015838185,0.00013977151,0.9994985,0.00020336633,c
test_0004.jpg,0.999183,0.00043039062,0.00033518855,5.1402832e-05,a
test_0005.jpg,0.00043016422,0.99865735,0.0007092209,0.00020319519,b
test_0006.jpg,0.00048734486,0.99846256,0.00091048,0.00013962663,b
test_0007.jpg,0.9997992,8.48012e-05,8.48012e-05,3.119662e-05,a
test_0008.jpg,6.6029286e-05,0.99958795,0.00026115088,8.4783285e-05,b
test_0009.jpg,0.0011749164,0.009241433,0.046931867,0.94265175,d
test_0010.jpg,9.607375e-05,0.9996057,0.00015839883,0.0001397865,b
test_0011.jpg,0.0027975575,0.0009082339,0.0002948604,0.99599946,d
test_0012.jpg,7.4104473e-06,0.9998802,8.4808074e-05,2.7533153e-05,b
test_0013.jpg,0.9995499,0.00012335426,0.00012335426,0.0002033768,a
test_0014.jpg,0.002171484,0.9926824,0.004597032,0.0005490371,b
test_0015.jpg,0.0047155772,0.001734764,0.20051146,0.7930382,d
test_0016.jpg,0.0001793606,0.0005524696,0.0003797064,0.99888843,d
test_0017.jpg,0.99917775,0.00020330107,0.00048769396,0.00013126104,a
test_0018.jpg,0.00026096875,0.9988908,0.00029571637,0.00055247085,b
test_0019.jpg,0.00012052887,0.97665554,0.022968737,0.0002551596,b
test_0020.jpg,5.8276408e-05,0.99968684,0.00020340465,5.142875e-05,b
test_0021.jpg,8.939044e-06,0.9999181,5.144065e-05,2.1443653e-05,b
test_0022.jpg,0.0014944411,0.00042816455,0.99401504,0.004062312,c
test_0023.jpg,1.670004e-05,0.9999006,6.6049935e-05,1.670004e-05,b
test_0024.jpg,0.99780935,0.00042979894,0.0015001456,0.0002606862,a
test_0025.jpg,0.00058731594,0.72982705,0.0010972506,0.2684884,b
test_0026.jpg,0.00020330284,0.0003798197,0.00023037229,0.99918646,d
test_0027.jpg,0.00015837759,0.00010885123,0.0002611205,0.9994716,d
test_0028.jpg,0.87928414,0.11899816,0.0011666169,0.0005510708,a
test_0029.jpg,0.00017945924,0.00020335398,0.99943775,0.00017945924,c
test_0030.jpg,1.3005709e-05,0.9998778,8.480787e-05,2.4297862e-05,b
test_0031.jpg,0.9980306,0.00048713404,0.00015814925,0.0013241675,a
test_0032.jpg,0.000108854234,0.9994992,0.0002958965,9.606352e-05,b
test_0033.jpg,0.0006901176,0.025896471,0.97175795,0.0016555062,c
test_0034.jpg,0.00010884339,0.00023042144,0.0002611017,0.99939966,d
test_0035.jpg,6.603951e-05,5.1431623e-05,0.00013980565,0.9997427,d
test_0036.jpg,0.00017947739,0.00012335287,0.9995388,0.00015838823,c
test_0037.jpg,0.0011980922,0.019950025,0.017605836,0.9612461,d
test_0038.jpg,0.99934095,0.00043045866,0.0001583569,7.027045e-05,a
test_0039.jpg,2.1442427e-05,0.999861,6.604732e-05,5.1437713e-05,b
test_0040.jpg,0.99965954,0.00017949907,0.00012336779,3.762505e-05,a
test_0041.jpg,0.99975413,0.00013980725,4.005544e-05,6.6040266e-05,a
test_0042.jpg,0.9984914,0.0011691132,0.00019085249,0.00014863607,a
test_0043.jpg,7.482942e-05,8.479283e-05,0.99970055,0.00013979975,c
test_0044.jpg,0.99965644,0.00015840688,0.00013979358,4.5384335e-05,a
test_0045.jpg,0.9984395,0.0011690524,0.00029558275,9.596167e-05,a
test_0046.jpg,0.99832994,0.00080338906,0.00048728014,0.00037949413,a
test_0047.jpg,0.000108888955,5.8284055e-05,0.999818,1.4736516e-05,c
test_0048.jpg,2.7532269e-05,0.9998481,6.604647e-05,5.8285812e-05,b
test_0049.jpg,0.00014757733,0.00090402074,0.0075692725,0.99137914,d
test_0050.jpg,0.021243695,0.0041831313,0.54788214,0.42669103,c
test_0051.jpg,5.1431012e-05,0.00010887945,0.00010887945,0.99973077,d
test_0052.jpg,4.0059273e-05,3.5352186e-05,7.484059e-05,0.9998497,d
test_0053.jpg,0.9948002,0.0008005486,0.0003337183,0.004065521,a
test_0054.jpg,0.0109638,0.9869298,0.0016813533,0.00042511264,b
test_0055.jpg,1.3005876e-05,0.9998907,7.484366e-05,2.1443064e-05,b
test_0056.jpg,0.00026097783,0.9989255,0.00026097783,0.00055249006,b
test_0057.jpg,0.0013127883,0.5296166,0.467385,0.0016856536,b
test_0058.jpg,0.022559205,0.002694313,0.9592418,0.015504699,c
test_0059.jpg,3.1199055e-05,7.484265e-05,0.9998772,1.669965e-05,c
test_0060.jpg,0.99978966,6.604261e-05,0.00010888586,3.5350065e-05,a
test_0061.jpg,0.99984944,5.1437117e-05,7.4840566e-05,2.4297173e-05,a
test_0062.jpg,0.00023014132,0.0013243718,0.00026078426,0.9981846,d
test_0063.jpg,3.5352587e-05,5.828656e-05,4.5393623e-05,0.999861,d
test_0064.jpg,0.99989843,3.535391e-05,5.1439638e-05,1.4737701e-05,a
test_0065.jpg,0.64282554,0.34407973,0.0013209793,0.011773761,a
test_0066.jpg,8.47975e-05,0.99975556,7.483354e-05,8.47975e-05,b
test_0067.jpg,2.4297531e-05,0.9998642,6.6047534e-05,4.539377e-05,b
test_0068.jpg,9.602885e-05,0.00033517362,0.9991385,0.00043037147,c
test_0069.jpg,0.00013980578,5.827972e-05,0.99974364,5.827972e-05,c
test_0070.jpg,4.0055926e-05,0.9997662,0.00010888331,8.47984e-05,b
test_0071.jpg,0.00013978177,0.00017948332,0.00010886215,0.99957186,d
test_0072.jpg,0.98787385,0.0035628295,0.0066562416,0.0019070453,a
test_0073.jpg,0.00015838245,0.00023044512,0.9995023,0.00010885457,c
test_0074.jpg,1.6698934e-05,0.9998343,0.00010889073,4.0058654e-05,b
test_0075.jpg,0.9995919,0.00017948692,0.00015839665,7.028809e-05,a
test_0076.jpg,0.995084,0.0031671345,0.000428625,0.001320258,a
test_0077.jpg,0.00010887581,0.9996973,0.00015841336,3.53468e-05,b
test_0078.jpg,0.00010888048,0.00012337774,0.9997402,2.7529297e-05,c
test_0079.jpg,0.00055217114,0.00080340425,0.00029555592,0.99834883,d
test_0080.jpg,2.429574e-05,0.9997905,0.00013981233,4.5390418e-05,b
test_0081.jpg,0.0058953953,0.0014905893,0.0011608722,0.99145305,d
test_0082.jpg,0.00026107652,0.99930334,0.00029583852,0.00013974421,b
test_0083.jpg,0.9991991,0.00029580764,0.00043039754,7.479188e-05,a
test_0084.jpg,6.604094e-05,8.4798245e-05,0.9997644,8.4798245e-05,c
test_0085.jpg,0.0003211081,0.9572097,0.00041231094,0.042056862,b
test_0086.jpg,7.4829404e-05,0.00017950639,0.9997003,4.5386325e-05,c
test_0087.jpg,1.01286405e-05,0.9998566,0.00010889316,2.4297346e-05,b
test_0088.jpg,0.041610003,0.004969606,0.9470393,0.0063811005,c
