id,p_a,p_b,p_c,p_d,answer
test_0001.jpg,0.00033519606,0.0003798269,7.961604e-05,0.9992054,d
test_0002.jpg,0.3480522,0.6502471,0.0005929486,0.0011077739,b
test_0003.jpg,0.00015837891,0.00015837891,0.99947995,0.00020336255,c
test_0004.jpg,0.9991891,0.00043039324,0.0003351906,4.5363115e-05,a
test_0005.jpg,0.00029571875,0.99889886,0.00062603655,0.00017936248,b
test_0006.jpg,0.000335078,0.99885345,0.0007093601,0.000102193015,b
test_0007.jpg,0.9998288,7.483902e-05,7.483902e-05,2.1441738e-05,a
test_0008.jpg,4.5384408e-05,0.9996581,0.00023048103,6.603392e-05,b
test_0009.jpg,0.0010465815,0.0105701,0.03689327,0.95149,d
test_0010.jpg,7.4827614e-05,0.99967647,0.0001397964,0.00010887354,b
test_0011.jpg,0.0019246201,0.00080230105,0.00029515006,0.9969779,d
test_0012.jpg,5.77129e-06,0.9998851,8.480849e-05,2.4298039e-05,b
test_0013.jpg,0.9995883,0.000123359,0.00010886394,0.00017948628,a
test_0014.jpg,0.0014944413,0.99401516,0.0040623127,0.0004281646,b
test_0015.jpg,0.0033686813,0.0015912523,0.2676075,0.72743255,d
test_0016.jpg,0.00015826887,0.00062596553,0.00043021943,0.99878556,d
test_0017.jpg,0.99928135,0.00017943115,0.00043043296,0.00010883051,a
test_0018.jpg,0.00015834661,0.9992761,0.00023039295,0.00033521978,b
test_0019.jpg,8.344318e-05,0.98378825,0.015901456,0.00022682209,b
test_0020.jpg,3.53488e-05,0.9997539,0.000179516,3.1195206e-05,b
test_0021.jpg,6.1438373e-06,0.99993896,4.006285e-05,1.4738299e-05,b
test_0022.jpg,0.0011658488,0.0003340213,0.9957034,0.002796726,c
test_0023.jpg,1.3006202e-05,0.9999157,5.8289752e-05,1.3006202e-05,b
test_0024.jpg,0.998317,0.00033489804,0.001168909,0.000179258,a
test_0025.jpg,0.00043036847,0.93859726,0.00096985034,0.060002513,b
test_0026.jpg,0.00015833954,0.00037983683,0.00023038266,0.99923146,d
test_0027.jpg,0.0001233505,9.6065465e-05,0.00026113298,0.99951947,d
test_0028.jpg,0.9133301,0.08495293,0.0012117885,0.0005051486,a
test_0029.jpg,0.00013978471,0.00015839681,0.99959296,0.00010886444,c
test_0030.jpg,1.0129063e-05,0.9998983,7.4844225e-05,1.6700002e-05,b
test_0031.jpg,0.9985197,0.0004301049,0.00013963463,0.00091053214,a
test_0032.jpg,9.606582e-05,0.99952316,0.00029590356,8.4777785e-05,b
test_0033.jpg,0.00048044507,0.014040662,0.9843264,0.0011525278,c
test_0034.jpg,8.476935e-05,0.00023042699,0.00026110798,0.99942374,d
test_0035.jpg,4.5389184e-05,5.1432686e-05,0.00013980853,0.9997633,d
test_0036.jpg,0.00012336929,9.60801e-05,0.9996717,0.00010887302,c
test_0037.jpg,0.00088580366,0.0138563,0.0138563,0.97140163,d
test_0038.jpg,0.9994899,0.00033529152,0.00012334685,5.141862e-05,a
test_0039.jpg,1.669965e-05,0.9998772,6.604839e-05,4.0060375e-05,b
test_0040.jpg,0.9997383,0.00013980504,9.60865e-05,2.586133e-05,a
test_0041.jpg,0.9997687,0.00013980929,4.0056024e-05,5.1432962e-05,a
test_0042.jpg,0.99886477,0.00091084675,0.00013968287,8.472194e-05,a
test_0043.jpg,5.828056e-05,7.4833726e-05,0.99975806,0.00010888243,c
